customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
1e72e36effe5b90ecb0881fd77496950,244,1,160.51,1,1,3,113,Need Attention
1e73191ece95714fe9d6527505c55807,16,1,66.44,4,1,2,412,Recent Customers
1e731fba87f0c669e7909fb9a7ce408d,31,1,567.8399999999999,4,1,4,414,Potential Loyalists
1e7347c98af2c5dd3b24ef197d20e0ce,32,1,67.44,4,1,2,412,Recent Customers
1e73856ff88f7317350280a958fa25e2,104,1,95.32,3,1,2,312,Recent Customers
1e74b00cee8d685addcb531edfd5c745,169,1,373.5,2,1,4,214,Need Attention
1e7669e900934e588bb96f581c45d359,146,1,329.06,2,1,4,214,Need Attention
1e79508ae1db3fd8cc165bf3ca7a0916,183,1,33.79,2,1,1,211,Need Attention
1e79e4f1a4653e041c3ce1ddb2ff239f,35,1,72.14,4,1,2,412,Recent Customers
1e7b6cc033a72b59bd69c4a3f3a382c3,191,1,32.68,1,1,1,111,Need Attention
1e7c29e7721fa63c78c7db1a634ff5b6,120,1,182.52,3,1,3,313,Potential Loyalists
1e7c63005e58c8c02c20ef58f76735a0,118,1,44.8,3,1,1,311,Recent Customers
1e7cd41ad33991231a3bf8a82c39fb00,34,1,62.46,4,1,1,411,Recent Customers
1e7dba41b27dfbe43587719e97cacdbe,243,1,87.23,1,1,2,112,Need Attention
1e8573b86d3a9af3554bdd1e8d0b13da,152,1,25.82,2,1,1,211,Need Attention
1e876547ea4be0528954ac23b1e48c0d,154,1,163.92,2,1,3,213,Need Attention
1e889a782d674324faeacb81ad066144,62,1,681.28,4,1,4,414,Potential Loyalists
1e8a8d05272891d65ecf047d69003b65,208,1,115.81,1,1,3,113,Need Attention
1e8c548eef0854e00134eb5ca82d2670,84,1,118.17,3,1,3,313,Potential Loyalists
1e8cf2e3b4f313dcc79f5dd092220f60,133,1,131.45,2,1,3,213,Need Attention
1e8e1c62473f56df55197028a8b67324,102,1,102.7,3,1,2,312,Recent Customers
1e8e5af286e17f412f2aeaa569e358fd,234,1,38.01,1,1,1,111,Need Attention
1e8e836ac89751f2c688d1fbf8a3aee4,194,1,70.52,1,1,2,112,Need Attention
1e8e8e0bd7a6523848511a4f8359f8b5,79,1,46.81,3,1,1,311,Recent Customers
1e90a99fbdd15bce1f9d56876bbe4969,82,1,173.75,3,1,3,313,Potential Loyalists
1e929f9854a78461ed6cecf42cf66996,217,1,149.7,1,1,3,113,Need Attention
1e962f6745aa0b6926f1ff0561512454,106,1,68.18,3,1,2,312,Recent Customers
1e97930ab65bb76fe97e987b5e283cf8,146,1,30.78,2,1,1,211,Need Attention
1e990616c033501f830e457435085ece,115,1,80.86,3,1,2,312,Recent Customers
1e9ab936549ab0a87fdb451b9c0d26ab,158,1,1191.52,2,1,4,214,Need Attention
1e9cb4f102332a9b99dc7d29d51c1962,11,1,226.2,4,1,4,414,Potential Loyalists
1e9eb73e80e3c263a07ff3f7eb7b4e05,111,1,163.5,3,1,3,313,Potential Loyalists
1ea06ca6a82feeb3caf1e35c01887ed8,216,1,387.67,1,1,4,114,Need Attention
1ea07fa33f6aa42805c074d31c82f590,235,1,67.7,1,1,2,112,Need Attention
1ea175d3ab6e3bf69c3fbbc0f4c59801,234,1,119.25,1,1,3,113,Need Attention
1ea3ca77718813f33e7fab2e98c1e5c6,76,1,37.58,3,1,1,311,Recent Customers
1ea43911c7817ae202932454b9016329,135,1,106.9,2,1,2,212,Need Attention
1ea6e83f3f7e635b07ff88693fb6e2b1,233,1,185.56,1,1,3,113,Need Attention
1ea72d07bfd7017be87178fbfc30ac7c,196,1,60.72,1,1,1,111,Need Attention
1ea72f58ad176621daf1e0753b15f5bd,122,1,50.23,3,1,1,311,Recent Customers
1ea7da2d672b0873e5b09cac7e25c109,184,1,52.1,2,1,1,211,Need Attention
1eab936b5abcae9664590e84026a890a,114,1,133.25,3,1,3,313,Potential Loyalists
1eabe81c2776591d3fd647bec734d381,149,1,63.66,2,1,2,212,Need Attention
1eac646a166c7c9f07a7ece6ff4f8905,42,1,25.76,4,1,1,411,Recent Customers
1ead7fec449a8822f1cc825c23e798a0,34,1,154.18,4,1,3,413,Potential Loyalists
1eae560bcc8d88e8b8828be3e1483625,72,1,240.71,3,1,4,314,Potential Loyalists
1eaeea5f98120089f4f67fc088e4507a,239,1,116.36,1,1,3,113,Need Attention
1eaf911d0367602f4f9087353b3af6fe,77,1,377.31,3,1,4,314,Potential Loyalists
1eb163392449193337cc2c26ef4271cd,29,1,1089.04,4,1,4,414,Potential Loyalists
1eb164a16341e7ad1079d1679d22c3d5,123,1,44.22,3,1,1,311,Recent Customers
1eb1747994dbcb25f83cfc9490e833f6,170,1,66.97,2,1,2,212,Need Attention
1eb4e9e99a7e90ee262bbb995dc5b983,197,1,39.09,1,1,1,111,Need Attention
1eb544acef426d2268c038b8e3ff1b23,220,1,47.68,1,1,1,111,Need Attention
1eb55185b50db256089627a30a7eea89,155,1,38.34,2,1,1,211,Need Attention
1eb6183ae88d681a0c359e65e06b73d8,214,1,39.75,1,1,1,111,Need Attention
1eb99a314855cb67eeb7e425572eeff1,18,1,216.48,4,1,4,414,Potential Loyalists
1eb9da3b7693eaaba1fd3cfbd4d40b38,68,1,137.93,4,1,3,413,Potential Loyalists
1eba0a3110dfb65297fc6fe9959c3641,104,1,318.92,3,1,4,314,Potential Loyalists
1ebce23a0da37200264dbb568cac6396,239,1,230.75,1,1,4,114,Need Attention
1ebe4440e27e63e562784cd1b8a85a37,102,1,114.25,3,1,3,313,Potential Loyalists
1ec1771954d299bf9a497cec57932c3d,210,1,40.71,1,1,1,111,Need Attention
1ec17945580956b4bd4b8389f93cc5a1,169,1,127.87,2,1,3,213,Need Attention
1ec1d4db9364df06dc16ff3227081aa4,180,1,38.13,2,1,1,211,Need Attention
1ec264df7a63b93ee299b3e17c356e3b,207,1,99.01,1,1,2,112,Need Attention
1ec32e0d50ac82caa37d03c65308cc50,168,1,726.6,2,1,4,214,Need Attention
1ec45894c892082b5dfbe9ebf5c74078,226,1,335.48,1,1,4,114,Need Attention
1ec4d570acab4c499a5b92cb5d2f8967,172,1,57.22,2,1,1,211,Need Attention
1ec4d89bd3b69465a248650104088c4b,125,1,68.22,3,1,2,312,Recent Customers
1ec6a6fbe8e5d161bdc13d8e00bb06a2,227,1,64.28,1,1,2,112,Need Attention
1ec9ca87ae6934e29a7f169ddaf26b34,129,1,142.66,3,1,3,313,Potential Loyalists
1ecb47d23dc8203cd101549966ee942b,193,1,1423.52,1,1,4,114,Need Attention
1ece1ad22029bdc9810c4d93cba3e11d,77,1,111.1,3,1,2,312,Recent Customers
1ecf9d2895b385909ca94abd67aae9de,125,1,68.22,3,1,2,312,Recent Customers
1ecfdd635d48581004c3e35c1a67c4d3,91,1,137.27,3,1,3,313,Potential Loyalists
1ed0b85dac00765f5ada1d0b4d672f4a,205,1,114.84,1,1,3,113,Need Attention
1ed1934ecae75619009545519aebab61,113,1,45.15,3,1,1,311,Recent Customers
1ed2483b99a805594c26a689e5b153ba,77,1,134.27,3,1,3,313,Potential Loyalists
1ed276c1784fa46d7834f7d86c3ed78f,36,1,121.72,4,1,3,413,Potential Loyalists
1ed2c1a5e5b04ce52f991aaa8a7b2fff,208,1,287.64,1,1,4,114,Need Attention
1ed36ee881662e81622d2baf3944ccc0,238,1,39.84,1,1,1,111,Need Attention
1ed64053e3565c3405e4d8b033532194,75,1,148.2,3,1,3,313,Potential Loyalists
1eda7a1d56ef7c17a5cc6d97eac67b87,208,1,67.98,1,1,2,112,Need Attention
1edb49f0b83fae7a1c43f9bfca9caf34,237,1,61.77,1,1,1,111,Need Attention
1ee0491f514e97b4cb72e860f1cd7f3e,191,1,710.19,1,1,4,114,Need Attention
1ee137ba69656f5c76f861ff10702342,137,1,108.31,2,1,2,212,Need Attention
1ee3f2411ad5097d580f5d8bbf3cd63f,132,1,93.92,2,1,2,212,Need Attention
1ee50253e3788c72f0e1bc03e2c4b84e,207,1,67.5,1,1,2,112,Need Attention
1ee56551ab4bb1b5a2b3b60c6fa6e936,220,1,51.84,1,1,1,111,Need Attention
1ee66290ddf474726de77ca35bad9c3d,68,1,37.58,4,1,1,411,Recent Customers
1ee6f20f34afd82b191668114c8c26d8,66,1,280.63,4,1,4,414,Potential Loyalists
1ee7676535dc405dbb88977050668100,138,1,64.31,2,1,2,212,Need Attention
1eea1a72f29237e9df4cf1025d118b04,77,1,97.15,3,1,2,312,Recent Customers
1eea983564b20daaf35af83ca571e950,70,1,73.49,3,1,2,312,Recent Customers
1eebb4900528f6f5203228dfa29f90c2,34,1,110.58,4,1,2,412,Recent Customers
1eebfdb7083031b40f727fb71f6cd5b2,172,1,86.99,2,1,2,212,Need Attention
1eee04b64ca1ad8c06ec85570fbbaec3,195,1,65.93,1,1,2,112,Need Attention
1eef2bcc23c75349976a65957e2e105b,100,1,238.48,3,1,4,314,Potential Loyalists
1eeffe21744883fbf61fbf138dbb8eee,63,1,284.13,4,1,4,414,Potential Loyalists
1ef212752ef3f87c7fd55f725c151ed1,166,1,109.65,2,1,2,212,Need Attention
1ef2ac142610b528b3b67d6f21725fa0,35,1,753.7,4,1,4,414,Potential Loyalists
1ef4f54ffb06ad14478a7b0b8eeb6571,161,1,195.63,2,1,3,213,Need Attention
1ef69a7f4445baa723f6fbae3227f4ee,131,1,259.82,3,1,4,314,Potential Loyalists
1efa2c518f4d9d5e7e98f4d20aff1f7c,71,1,64.43,3,1,2,312,Recent Customers
1efa6313bceb1c18c02fa46f33c6ec77,132,1,167.88,2,1,3,213,Need Attention
1efc3e831bd27060077fa4113a602c85,42,1,192.03,4,1,3,413,Potential Loyalists
1efefe2921f93169b360de8c6830c48f,195,1,201.04,1,1,4,114,Need Attention
1eff19fe44b2cb9e89168ff458dcbe0e,194,1,171.29,1,1,3,113,Need Attention
1f0297c67e5e3106b058c933b37053dd,238,1,44.1,1,1,1,111,Need Attention
1f02ba98e5ac2c5d7e3561429733c129,238,1,168.2,1,1,3,113,Need Attention
1f02e9e9b0864235d4ff570a181d2c97,15,1,109.72,4,1,2,412,Recent Customers
1f04655ec759bb5e1eaa3abd2ddae1a2,177,1,131.51,2,1,3,213,Need Attention
1f052326d77ddba70bf6747a402e683a,180,1,85.39,2,1,2,212,Need Attention
1f05354f6eaada5453b292bee372b797,170,1,109.66,2,1,2,212,Need Attention
1f059b871125fea14ec05a2310a238e1,232,1,71.82,1,1,2,112,Need Attention
1f0937552e0338ca515778d8b1268acf,122,1,150.44,3,1,3,313,Potential Loyalists
1f09757902b8881d55a29f5380d546de,186,1,427.48,2,1,4,214,Need Attention
1f09c5f1dca56a5017be0bf4642d6c5a,135,1,69.32,2,1,2,212,Need Attention
1f0a0fbffbc7ced5304f208ee2e5b0cf,86,1,166.41,3,1,3,313,Potential Loyalists
1f0db9ca7038a575cfbe3aa28dd699c8,79,1,155.67,3,1,3,313,Potential Loyalists
1f0e5627ab7f200afcc77b408b918ad0,76,1,143.49,3,1,3,313,Potential Loyalists
1f0e878fe25b2df28171c16a769928f6,28,1,314.43,4,1,4,414,Potential Loyalists
1f11568f8aa695fec4b6ae5d9cf2710f,199,1,77.64,1,1,2,112,Need Attention
1f123329650f76ca910b1710f6b6a4af,121,1,215.41,3,1,4,314,Potential Loyalists
1f12b97b42f31c818d0db045e5cbad20,169,1,104.61,2,1,2,212,Need Attention
1f12e0cb311968524fae60d08bc8c265,95,1,220.81,3,1,4,314,Potential Loyalists
1f131d49769388703ae448ee84f88295,160,1,200.72,2,1,4,214,Need Attention
1f13a041ac571f9f0499faff9b3875c2,129,1,60.29,3,1,1,311,Recent Customers
1f1652f33b2d34da0455a2c70cd9a32f,40,1,27.3,4,1,1,411,Recent Customers
1f182a50ea79d8162b40da2165960f64,190,1,387.14,1,1,4,114,Need Attention
1f182ea0d83bd0a076cf57ef94768e48,34,1,100.48,4,1,2,412,Recent Customers
1f18b71a69fbba019ef55947129c7f84,207,1,805.95,1,1,4,114,Need Attention
1f1af3c6a318a42d87f7ed888b090147,130,1,73.68,3,1,2,312,Recent Customers
1f1be5326b8d55ed94640290e0edfbfd,49,1,32.33,4,1,1,411,Recent Customers
1f1bfeeb7e84fe26c5abc584925fd4a9,32,1,25.16,4,1,1,411,Recent Customers
1f1c0fc99d7fd3f7c17d0db0039fbc9c,228,1,910.44,1,1,4,114,Need Attention
1f1c7bf1c9b041b292af6c1c4470b753,155,1,102.47,2,1,2,212,Need Attention
1f1ed44c44e54d94c0463089b597d2ca,131,1,19.64,3,1,1,311,Recent Customers
1f1fab4313a5a8c7382720ba5f28acdd,124,1,106.3,3,1,2,312,Recent Customers
1f20251f6c6f041933cb5b7d996795d6,168,1,232.97,2,1,4,214,Need Attention
1f20e5ed5b01639eae923ee8a4e86389,122,1,111.33,3,1,2,312,Recent Customers
1f224b90a5ccd7ff2d61d7c34ac8508d,168,1,548.16,2,1,4,214,Need Attention
1f22b24610582cb3c91d898e137f9ee3,122,1,65.83,3,1,2,312,Recent Customers
1f25c018077f5a366bee0321500296b0,141,1,40.22,2,1,1,211,Need Attention
1f26384d40990fe4d5741956ccbbd1ce,103,1,321.51,3,1,4,314,Potential Loyalists
1f26a8a77f3a3ba3fe836e46e4990c36,162,1,139.95,2,1,3,213,Need Attention
1f2999ca603aa0bec2f93254cf5cdf21,118,1,54.06,3,1,1,311,Recent Customers
1f29abf411bfd452f339ac131885c3e1,163,1,116.97,2,1,3,213,Need Attention
1f2b38551248a3c7774f35b71e016ebe,15,1,96.43,4,1,2,412,Recent Customers
1f2c60e23c801c60338999c38d60edf9,133,1,406.04,2,1,4,214,Need Attention
1f2cfb50a08d37a4fabd78c80c5d1712,70,1,501.52,3,1,4,314,Potential Loyalists
1f2f203def91d63a0e023c6539312900,226,1,71.04,1,1,2,112,Need Attention
1f2fc9a5e5b79afd37cab0a1458277c2,237,1,109.79,1,1,2,112,Need Attention
1f30fd28820ba68532da8229badd7688,18,1,157.75,4,1,3,413,Potential Loyalists
1f31410fe9060920ac77faf5ad2e3632,226,1,98.26,1,1,2,112,Need Attention
1f32106989574673d60e54a146992c89,217,1,60.589999999999996,1,1,1,111,Need Attention
1f33d0198032f3cb27bfe03e09064bdf,196,1,54.01,1,1,1,111,Need Attention
1f354267f54a1ee829ee41e7e8c9bdf4,146,1,268.92,2,1,4,214,Need Attention
1f36b92329b44c41b271497703be85e6,116,1,124.71,3,1,3,313,Potential Loyalists
1f3aa8a785ee6932db82e0dc29fa3ade,136,1,50.18,2,1,1,211,Need Attention
1f3ae51a39012c80a1932ec6deda6dc1,212,1,65.53,1,1,2,112,Need Attention
1f3cf47ae4ff41e66b69ed15d8807e77,142,1,41.959999999999994,2,1,1,211,Need Attention
1f3d03a5979d8a4cb8858252df331d14,110,1,35.38,3,1,1,311,Recent Customers
1f3e5065ebd28abed905c82bd83b4594,20,1,78.94,4,1,2,412,Recent Customers
1f417f8c558d5377ea279c84eafbd6db,49,1,64.32,4,1,2,412,Recent Customers
1f4245dc6f80d6abb777130b11e18d05,61,1,125.33,4,1,3,413,Potential Loyalists
1f465a9c67eae2c93ea1dd105785b9a6,133,1,380.5,2,1,4,214,Need Attention
1f479b1d550f8519d3f950fffa557af9,14,1,41.36,4,1,1,411,Recent Customers
1f4a796fffd3658cd8c1880dd0e80aaf,40,1,575.68,4,1,4,414,Potential Loyalists
1f4bf2b0e5239249ee974e00f8734056,179,1,418.48,2,1,4,214,Need Attention
1f4cf3a0ed802a084f89a2cefb3fa8b0,33,1,110.77,4,1,2,412,Recent Customers
1f4e48d20f0deaacefd7fc19a4382c65,110,1,68.19,3,1,2,312,Recent Customers
1f4e5f322aadd24fa0ae2f6b1f8fbb2b,180,1,39.13,2,1,1,211,Need Attention
1f4ec8b52e2199f2083d25ed7c58cdf4,161,1,59.93,2,1,1,211,Need Attention
1f4ee0a526add149673b89204cc86155,111,1,2075.0,3,1,4,314,Potential Loyalists
1f50abd4b365778f654d8ef95952c1b7,188,1,42.78,2,1,1,211,Need Attention
1f52344e101d65f925fc24b8ef736f9f,96,1,43.7,3,1,1,311,Recent Customers
1f52ff2844a8fe02f1c3f21881920751,77,1,169.05,3,1,3,313,Potential Loyalists
1f543da240d9e98a776df1a9b93fb0cc,26,1,35.14,4,1,1,411,Recent Customers
1f54c6618660cad09cfa77c20f05e825,122,1,212.85,3,1,4,314,Potential Loyalists
1f567c8732fb5317d6ce391624d34cb2,231,1,27.85,1,1,1,111,Need Attention
1f59c9e6b19ba3dad43015a93678f878,204,1,134.47,1,1,3,113,Need Attention
1f59fc8cc5c442ed60b7faea9cc44a68,147,1,64.93,2,1,2,212,Need Attention
1f5bda3dce0e8818a518c084233e8efc,120,1,319.08,3,1,4,314,Potential Loyalists
1f643377fc027364be3ffbc29cd8e109,164,1,90.38,2,1,2,212,Need Attention
1f644d50069ed395d45d2c18e3e4ceb8,115,1,16.61,3,1,1,311,Recent Customers
1f68e24da06f36cb8a5243e23c390bcf,119,1,1529.4499999999998,3,1,4,314,Potential Loyalists
1f68ee73eef4d1f5d6f533099725036d,148,1,111.67,2,1,3,213,Need Attention
1f6ab90ca6cddef4ddaa7b27decc8e49,154,1,216.27,2,1,4,214,Need Attention
1f6ad5de3039e7bb46446ae9db9e44ff,137,1,232.54,2,1,4,214,Need Attention
1f6ba909178c5b0e523cabcadb617a4c,65,1,101.52,4,1,2,412,Recent Customers
1f6f75a138bb20fccae08300b42288ed,86,1,151.61,3,1,3,313,Potential Loyalists
1f6ff3dafd398100d0c68a9e6cba78a7,178,1,48.28,2,1,1,211,Need Attention
1f71bf93d13010e172b16b6869468d06,241,1,454.72,1,1,4,114,Need Attention
1f7274018a7ce8fe4993a626e3e54275,126,1,124.42,3,1,3,313,Potential Loyalists
1f72dd32d17ef87a76bb334c45094010,58,1,1211.4,4,1,4,414,Potential Loyalists
1f763783a93e0c559a0c7dc847b31eef,109,1,65.03,3,1,2,312,Recent Customers
1f7908129bdd1f9bdefdd4b8aa0b1aaa,34,1,158.79,4,1,3,413,Potential Loyalists
1f7a22279c8d2dcb4819098ba596d3f8,27,1,106.3,4,1,2,412,Recent Customers
1f7a6acfadea5c8174e64ed338557ab6,114,1,251.8,3,1,4,314,Potential Loyalists
1f7b6a50b303ed3ba8d54c2c87f2b683,35,1,20.06,4,1,1,411,Recent Customers
1f7c9b36c4bfd9aa8a08226240efc406,201,1,140.07,1,1,3,113,Need Attention
1f7d089d663f7a5be55536aa0a49bbbc,225,1,50.34,1,1,1,111,Need Attention
1f7e7fa28a617d2b62a0fc184185f7ba,122,1,126.64,3,1,3,313,Potential Loyalists
1f7f094865cd0e20a6acb5cdba5c5f19,192,1,42.9,1,1,1,111,Need Attention
1f8001281bdd2472be96407684a262db,121,1,373.64,3,1,4,314,Potential Loyalists
1f8207eff0bfa2510f2e1a2a2ddfc2f4,140,1,61.93,2,1,1,211,Need Attention
1f822c22c8cf0ad7766811f866810e46,73,1,46.2,3,1,1,311,Recent Customers
1f82b11f19cfd3f3226b30477ed95c40,53,1,56.1,4,1,1,411,Recent Customers
1f843b666464a2b8e2f0c82b1f4ef82b,189,1,1123.86,1,1,4,114,Need Attention
1f8813bff74260e6276531269a297620,179,1,73.27,2,1,2,212,Need Attention
1f89f66f069b8bc0f29feecf9268bb95,231,1,144.65,1,1,3,113,Need Attention
1f8a895c0b8586884d309779642266d4,123,1,48.22,3,1,1,311,Recent Customers
1f8b48fc13156bee025e08a474a6a4ed,219,1,71.04,1,1,2,112,Need Attention
1f8ba8b0f133a1c149229baa78d0ec49,187,1,115.91,2,1,3,213,Need Attention
1f8ebd8e48d64e2bd8de124817a01a60,196,1,213.59,1,1,4,114,Need Attention
1f8f0bf08a936ad2165d63ff7e9ddff9,200,1,113.08,1,1,3,113,Need Attention
1f8f1074660df76525ee98ce30443b88,221,1,236.16,1,1,4,114,Need Attention
1f90cd0db9aed93dd044876e178c2425,230,1,43.1,1,1,1,111,Need Attention
1f91ccab7c2b1d4049f5383d813e6fa7,42,1,47.0,4,1,1,411,Recent Customers
1f91e5b12976cbf0cc92a143dda96e0f,90,1,748.71,3,1,4,314,Potential Loyalists
1f954c777b0dbd306b017a3e4cd26475,238,1,127.92,1,1,3,113,Need Attention
1f95dbeb011c0827bbf2e50fa4624ce3,230,1,121.09,1,1,3,113,Need Attention
1f96d58caf84db1f8af2eac92a2e2968,99,1,169.52,3,1,3,313,Potential Loyalists
1f9782734bacba3b67fae560dd17f903,96,1,69.22,3,1,2,312,Recent Customers
1f9c514e935c014542b018d90b237a4f,104,1,127.88000000000001,3,1,3,313,Potential Loyalists
1f9da3850213ca78896a0c08e41a5f06,80,1,122.5,3,1,3,313,Potential Loyalists
1fa0d617aaf00999f4cbc66bd28a3e66,25,1,67.58,4,1,2,412,Recent Customers
1fa24fc6e59f9057e4122afbd1cde978,110,1,194.13,3,1,3,313,Potential Loyalists
1fa2b45910fbced4c773f679a75ae54e,168,1,176.65,2,1,3,213,Need Attention
1fa31689dce56e0f4aca4c2828a7dc36,123,1,191.69,3,1,3,313,Potential Loyalists
1fa3c507d05b404a98c2edadd8a05030,195,1,119.25,1,1,3,113,Need Attention
1fa51f227dca1a772254a612a2f5e834,28,1,228.35,4,1,4,414,Potential Loyalists
1fa70ec76b78a75a9d0127b26d5095b6,34,1,500.17,4,1,4,414,Potential Loyalists
1fa8165134d1bc197e2bc4ebf659f35e,97,1,78.58,3,1,2,312,Recent Customers
1fa8883eaf19c9adbe1ca73b326f9a34,202,1,69.33,1,1,2,112,Need Attention
1fa95848d4c53e7acff1f018e33fbe35,15,1,128.2,4,1,3,413,Potential Loyalists
1faa8235ed57dbf4adb767066a4c5993,173,1,128.34,2,1,3,213,Need Attention
1faec1b2c2a13fa81394d4ff3b112ad0,116,1,106.14,3,1,2,312,Recent Customers
1fb007447c1e0b6e1f0a7dfb5eef11a7,75,1,45.79,3,1,1,311,Recent Customers
1fb2b3173fbb54f9f1cd14e45513f194,38,1,118.35,4,1,3,413,Potential Loyalists
1fb551cd3778f86a2ba7f008cc6165a7,181,1,118.14,2,1,3,213,Need Attention
1fb576ee9524811fa8c09e5c9b6c39ce,13,1,81.33,4,1,2,412,Recent Customers
1fb653faa25a3b5aad140fd39b886bdc,207,1,497.1,1,1,4,114,Need Attention
1fb677ba61c86efb05836475022c5d98,40,1,44.87,4,1,1,411,Recent Customers
1fb6b836b3bbbd5de824d8d2b0e24974,111,1,371.6,3,1,4,314,Potential Loyalists
1fb7756db9b41c4632b991eebe03c438,100,1,89.91,3,1,2,312,Recent Customers
1fb84b8070e874d735f1b851cd98bdc6,23,1,454.0,4,1,4,414,Potential Loyalists
1fb8ff22dad231d26fc7ecde2e2dc27a,118,1,2616.0,3,1,4,314,Potential Loyalists
1fba089c83acfa7fea32a1e506c67e83,239,1,34.75,1,1,1,111,Need Attention
1fbc6ac732dc145df4be72bd4d75ca04,120,1,32.87,3,1,1,311,Recent Customers
1fbe094f981836b6b6bf407351c7a7e8,160,1,91.82,2,1,2,212,Need Attention
1fc0f7cbe519bb5ed956596274e0c4a8,133,1,172.98,2,1,3,213,Need Attention
1fc148759f50ec10a03421aaf5efd89b,168,1,1960.7400000000002,2,1,4,214,Need Attention
1fc1c90ea86cf0ab56bfb6e442245e7a,32,1,59.39,4,1,1,411,Recent Customers
1fc28d45b159958144877c04810a106d,226,1,112.32,1,1,3,113,Need Attention
1fc29088df4d8add848a6b7304f7a9e0,99,1,136.7,3,1,3,313,Potential Loyalists
1fc2eac68aca255a26d5d03894ddc6f9,220,1,35.0,1,1,1,111,Need Attention
1fc4cb255f4388f910777214ac9021c6,164,1,35.77,2,1,1,211,Need Attention
1fc6b3289b080e774c436bacf707eeb7,108,1,50.22,3,1,1,311,Recent Customers
1fc6b9b7c6e90a06ae0df125df34e37c,115,1,93.15,3,1,2,312,Recent Customers
1fc9900fcdc29bc77cbb2125c60e2209,144,1,31.72,2,1,1,211,Need Attention
1fca14ff2861355f6e5f14306ff977a7,209,1,195.0,1,1,3,113,Need Attention
1fca8845165230ef8a52bc9908932971,94,1,67.02,3,1,2,312,Recent Customers
1fcb9f10321dfd890dd7153a7dfcc890,180,1,152.72,2,1,3,213,Need Attention
1fcba89e5e84c66022ab9c144cd9d461,105,1,140.65,3,1,3,313,Potential Loyalists
1fcce9fceb2f6c8a555ef9fd999086d6,17,1,48.21,4,1,1,411,Recent Customers
1fce054f8184df5c7a4b5d5aec6fb2bf,239,1,87.23,1,1,2,112,Need Attention
1fce339685dd69089aa782acc947f328,119,1,391.73,3,1,4,314,Potential Loyalists
1fcf84818399307346d0e48d203133b1,50,1,78.51,4,1,2,412,Recent Customers
1fd14739f72c7139a806a85aca7956eb,214,1,257.6,1,1,4,114,Need Attention
1fd2b1510e209569272f307c731edcab,49,1,123.49,4,1,3,413,Potential Loyalists
1fd40e733da9e17e23bbfb5793a7f9cb,37,1,160.9,4,1,3,413,Potential Loyalists
1fd4a332e216fd1e99eb42d6f6d49084,175,1,33.13,2,1,1,211,Need Attention
1fd573985161f34c098e4a0eb1e3ae71,160,1,330.64,2,1,4,214,Need Attention
1fd5ecc89ca499a340f0b1e1f4a1fd9b,74,1,63.42,3,1,2,312,Recent Customers
1fdc27be5c31f3a14982e372b4780dd2,236,1,40.0,1,1,1,111,Need Attention
1fde5180f7129ed9d42921fb641b768c,81,1,33.13,3,1,1,311,Recent Customers
1fdf20988f9044a566f42761844996ec,31,1,260.5,4,1,4,414,Potential Loyalists
1fe167b007e7b6080ef8116d0f35cb3e,215,1,103.55,1,1,2,112,Need Attention
1fe1bfe0bb8c4a834f257a62cff044c8,31,1,88.18,4,1,2,412,Recent Customers
1fe28ea440ef6c1bc8c0628dd6de9cf2,32,1,65.43,4,1,2,412,Recent Customers
1fe381f4b615df3b145782822bc200af,174,1,40.37,2,1,1,211,Need Attention
1fe3e3ae49d2a072f32177fb772f7dd3,126,1,125.5,3,1,3,313,Potential Loyalists
1fe6b9758bbf667a036b6c2620da3423,232,1,112.71,1,1,3,113,Need Attention
1fe8ff5b23920df6e3509db320011455,86,1,121.97,3,1,3,313,Potential Loyalists
1feb53cf8faac88a98197cc75fd8175e,150,1,172.62,2,1,3,213,Need Attention
1febac15f771b57bdc7420f8b19176a6,136,1,1019.34,2,1,4,214,Need Attention
1fee8a461ed430f2a0a4ee0b68c9f1dd,209,1,41.84,1,1,1,111,Need Attention
1ff04bdc0e385bc213c9abb01256c365,215,1,300.21,1,1,4,114,Need Attention
1ff059c79d3f1d0ee47547940795ed0c,31,1,77.37,4,1,2,412,Recent Customers
1ff23faa252154298c3e52a1e36c1cda,182,1,185.86,2,1,3,213,Need Attention
1ff3a6c7d14e5d9f6ccc18b1f62a9668,245,1,111.03,1,1,2,112,Need Attention
1ff5c5d5829ba8256f375f90998d2dd9,154,1,76.97,2,1,2,212,Need Attention
1ff6c31571ee9a69f0ebf6327da0920f,88,1,143.45,3,1,3,313,Potential Loyalists
1ff773612ab8934db89fd5afa8afe506,137,1,30186.0,2,1,4,214,Need Attention
1ff8095d765fc507ef43fc869e18e07b,40,1,1545.9299999999998,4,1,4,414,Potential Loyalists
1ff911e9682875f08a0f44bad0807455,211,1,449.2,1,1,4,114,Need Attention
1ffa9acae709a2dce1c4d30547f47899,185,1,79.05,2,1,2,212,Need Attention
1ffabb4bc9e0be4398c80264d0034d42,105,1,35.38,3,1,1,311,Recent Customers
1ffc32ce1838eaa0b0d8df34cb96b2f4,83,1,43.41,3,1,1,311,Recent Customers
1ffd4255012e38481e8561a5d327e1f9,147,1,111.42,2,1,2,212,Need Attention
1fff9fa3ca7fc56d7d4fda9b23cd7d14,35,1,80.03,4,1,2,412,Recent Customers
2001ab9947243f4bcebed41e85d95552,109,1,131.78,3,1,3,313,Potential Loyalists
